pdf_id,pdf_filename,local_path,sha256,paper_title,authors,year,venue,version,relevance_screening,pass_reason,analysis_file,status,page_count,duplicate_of,version_note,screening_reason,doi,arxiv,screening_source_location,read_scope,source_type,sort_index
B088,Xu 등 - 2024 - Robotized unplugging of a cylindrical peg press-fitted into a cylindrical hole.pdf,260918/Xu 등 - 2024 - Robotized unplugging of a cylindrical peg press-fitted into a cylindrical hole.pdf,b240190d1c63da8c7da3dd85562be243a8fa4eaf35e32f534dc003371afc6572,Robotized Unplugging of a Cylindrical Peg Press-Fitted into a Cylindrical Hole,Shuihao Xu; Duc Truong Pham; Shizhong Su,2024,Royal Society Open Science 11: 230872,Publisher PDF,Partially Relevant,Not applicable,papers/2024-xu-robotized-unplugging-press-fit.md,completed,13,Not applicable,Selected PDF version only; no alternate version comparison,"Manipulation policy나 contact-localization 연구는 아니지만, wrist 6-axis F/T로 press-fit disassembly의 axial force와 torque를 측정하고 direct pull과 twist-pull을 비교한다. F/T가 global load를 정량화할 수 있으나 contact locality를 추정하지 않으며, 해석이 known cylindrical geometry·material·friction·quasi-static model에 의존하는 사례로 본 Review의 F/T-only 성립 조건에 제한적 근거를 제공한다.",10.1098/rsos.230872,Not stated,"Title/Abstract/§1/§2.1–2.3/§3.1, PDF pp.1–6","PDF pp.1–13 전체; theoretical/FEM/robot method, force–torque curves, controlled comparison, limitations and future work를 확인하고 Figures 5–8 및 Tables 3–5 렌더 검토.",Research paper,88
B089,Xue 등 - 2025 - Reactive Diffusion Policy Slow-Fast Visual-Tactile Policy Learning for Contact-Rich Manipulation.pdf,260918/Xue 등 - 2025 - Reactive Diffusion Policy Slow-Fast Visual-Tactile Policy Learning for Contact-Rich Manipulation.pdf,98e20028e85124b7bffe2dee9775ae4cc8bdee94f65a73841d1ea910ab5cb0ad,Reactive Diffusion Policy: Slow-Fast Visual-Tactile Policy Learning for Contact-Rich Manipulation,Han Xue; Jieji Ren; Wendi Chen; Gu Zhang; Yuan Fang; Guoying Gu; Huazhe Xu; Cewu Lu,2025,arXiv preprint,arXiv v3 (23 April 2025),Relevant,Not applicable,papers/2025-xue-reactive-diffusion-policy.md,completed,18,Not applicable,Selected PDF version only; no alternate version comparison,"Optical tactile PCA feature와 joint-torque-derived 6-D TCP wrench를 동일 slow-fast imitation framework의 대체 sensory variants로 비교하며, vision-only/open-loop baselines와 contact perturbation 실험을 제공한다. Tactile이 spatial deformation modes를 남기는 방식, estimated wrench가 global force/torque를 제공하는 방식, high-frequency feedback의 역할과 evidence를 직접 비교할 수 있다.",Not stated,2503.02881v3,"Title/Abstract/§I/§III–V-A, PDF pp.1–8","PDF pp.1–18 전체(본문, limitations/future, Appendices A–I); sensor hardware, PCA representation, inference timing, modality/architecture ablations, failure cases와 user study를 확인하고 Figures 6/8/17–18 및 Tables II–VI 렌더 검토.",Research paper,89
B090,Yang 등 - 2025 - Disambiguate Gripper State in Grasp-Based Tasks Pseudo-Tactile as Feedback Enables Pure Simulation.pdf,260918/Yang 등 - 2025 - Disambiguate Gripper State in Grasp-Based Tasks Pseudo-Tactile as Feedback Enables Pure Simulation.pdf,1cfd60398be38d346147936354116d017f7fafdc026c6df0e917debdd1e49393,Disambiguate Gripper State in Grasp-Based Tasks: Pseudo-Tactile as Feedback Enables Pure Simulation Learning,Yifei Yang; Lu Chen; Zherui Song; Yenan Chen; Wentao Sun; Zhongxiang Zhou; Rong Xiong; Yue Wang,2025,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),IEEE publisher version,Relevant,Not applicable,papers/2025-yang-pseudo-tactile-gripper-state.md,completed,8,Not applicable,Selected PDF version only; no alternate version comparison,"Force-controlled gripper의 equilibrium joint angle을 pseudo-tactile로 사용하여 ambiguous closed command를 reliable binary grasp-state feedback으로 바꾸고, 이 축약 정보가 vision-only policy의 부족분을 어떻게 보완하는지 직접 실험한다. Privileged object pose 기반 simulation expert와 runtime RGB/binary state를 분리하며 pseudo-tactile ablation을 제공한다.",10.1109/IROS60139.2025.11246513,Not stated,"Title/Abstract/§I/§III-A–C, PDF pp.1–5","PDF pp.1–8 전체; pseudo-tactile controller, privileged demonstration generation, admittance control, observation/action, three task results, ablations and conclusion을 확인하고 Figures 2–4와 Tables I–IV 렌더 검토.",Research paper,90
B091,Yang 등 - 2025 - SegDINO An Efficient Design for Medical and Natural Image Segmentation with DINO-V3.pdf,260918/Yang 등 - 2025 - SegDINO An Efficient Design for Medical and Natural Image Segmentation with DINO-V3.pdf,09ef848990d865ff90447d354c0d6dbe0ca292894e805c54138cb8224ccaf420,SegDINO: An Efficient Design for Medical and Natural Image Segmentation with DINO-V3,Sicheng Yang; Hongqiu Wang; Zhaohu Xing; Sixiang Chen; Lei Zhu,2025,arXiv preprint,arXiv v1 (1 September 2025),PASS,"Medical/natural image semantic segmentation 연구이며 robotic manipulation, tactile, force/F/T, contact sensing, partial-observation compensation을 다루지 않아 현재 Review 질문에 직접적인 근거를 제공하지 않는다.",Not applicable,passed,11,Not applicable,Selected arXiv v1 PDF; alternate versions not compared,"Title, abstract, Introduction, architecture overview와 input/output를 확인한 결과 핵심 기여는 frozen DINO-V3 features와 segmentation decoder의 효율성이다.",Not stated,2509.00833v1,"Title/Abstract/§1–3, PDF pp.1–4","Screening: Title, Abstract, Introduction, Related Work, Method overview and observation/input/output (PDF pp.1–4).",Research paper,91
B092,Yin 등 - 2023 - Rotating without Seeing Towards In-hand Dexterity through Touch.pdf,260918/Yin 등 - 2023 - Rotating without Seeing Towards In-hand Dexterity through Touch.pdf,7be48b3f9573efaf8d53b2abf94f23ae16532d6afa2408bc803bc14d4286a5ba,Rotating without Seeing: Towards In-hand Dexterity through Touch,Zhao-Heng Yin; Binghao Huang; Yuzhe Qin; Qifeng Chen; Xiaolong Wang,2023,arXiv preprint,arXiv v4 (27 March 2023),Relevant,Not applicable,papers/2023-yin-rotating-without-seeing-touch-dexterity.md,completed,15,Not applicable,Selected PDF version only; no alternate version comparison,"Vision 없이 16개 FSR를 binary contact로 축약하고 proprioception, previous target, 4-frame history와 결합해 in-hand rotation을 수행한다. Binary/continuous/no-sensor, palm/fingertip sensor ablation과 asymmetric critic/object-GT reward 구조를 모두 제공하여 축약 tactile 보완과 training privileged information을 직접 비교할 수 있다.",Not stated,2303.10880v4,"Title/Abstract/§I/§III/§IV-A, PDF pp.1–5","PDF pp.1–15 전체(본문, conclusion, appendices); hardware/thresholding, actor/value observations, reward/domain randomization, simulation/real ablations, shape probe와 failure/future를 확인하고 Figures 3/6/9 및 Tables I–V 렌더 검토.",Research paper,92
B093,Yow 및 Ang - 2025 - SAVR Scooping Adaptation for Variable food properties via Reinforcement Learning.pdf,260918/Yow 및 Ang - 2025 - SAVR Scooping Adaptation for Variable food properties via Reinforcement Learning.pdf,677cb337aa99b570f790158662d5d107780dacb45e49b4d7a87798397c8c9a18,SAVR: Scooping Adaptation for Variable Food Properties via Reinforcement Learning,J-Anne Yow; Wei Tech Ang,2025,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),IEEE publisher version,Relevant,Not applicable,papers/2025-yow-savr-variable-food-scooping.md,completed,7,Not applicable,Selected PDF version only; no alternate version comparison,"Wrist 6-axis F/T history와 segmented spoon/food image를 함께 사용해 current food properties를 직접 제공하지 않고 scooping trajectory를 조절하며 sensor-modality ablation을 제공한다. F/T가 interaction dynamics를, vision mask가 spoon/food spatial cue를 담당하는 실제 역할과 privileged simulator reward/data randomization을 구분할 수 있어 본 Review 질문에 직접 관련된다.",10.1109/IROS60139.2025.11247626,Not stated,"Title/Abstract/§I/§III/§IV-A–B, PDF pp.1–4","PDF pp.1–7 전체; state/action/reward, F/T history, DMP/controller, simulation randomization, real perception pipeline, modality ablations, limitations/future를 확인하고 Figures 1/3와 Tables II–V 렌더 검토.",Research paper,93
B094,Yu 등 - ForceVLA Enhancing VLA Models with a Force-aware MoE for Contact-rich Manipulation.pdf,260918/Yu 등 - ForceVLA Enhancing VLA Models with a Force-aware MoE for Contact-rich Manipulation.pdf,ccc9f854bd3d158f6f892b91294c7b1b16d48e79d69d27edb722b730452f1181,ForceVLA: Enhancing VLA Models with a Force-aware MoE for Contact-rich Manipulation,Jiawen Yu; Hairuo Liu; Qiaojun Yu; Jieji Ren; Ce Hao; Haitong Ding; Guangyu Huang; Guofan Huang; Yan Song; Panpan Cai; Wenqiang Zhang; Cewu Lu,2025,39th Conference on Neural Information Processing Systems (NeurIPS 2025),NeurIPS 2025 paper with supplementary material and checklist,Relevant,Not applicable,papers/2025-yu-forcevla-force-aware-moe.md,completed,31,Not applicable,Selected PDF version only; no alternate version comparison,"Vision-language-action policy에 single-step 6-axis estimated TCP wrench를 명시적으로 통합하고 force/no-force, naive fusion, MoE fusion ablations과 visual occlusion/failure analysis를 제공한다. F/T가 current numeric object pose 없이 contact dynamics를 보완하는 역할과 global wrench의 source/precision 한계를 직접 분석할 수 있다.",Not stated,Not stated,"Title/Abstract/§1/§3/§4.1–4.3, PDF pp.1–6","PDF pp.1–31 전체(본문, limitations, supplementary experiments/failure analyses/checklist); observation/action, sensor/dataset, main/generalization/fusion/masking ablations과 failure cases를 확인하고 Figures 3/5/7 및 Tables 1–3/5–6 렌더 검토.",Research paper,94
B095,Zang 등 - 2025 - Augmenting robotic disassembly skill combining compliance control strategy with reinforcement learn.pdf,260918/Zang 등 - 2025 - Augmenting robotic disassembly skill combining compliance control strategy with reinforcement learn.pdf,fbb924fa91256d304cd67637795042a5e7724e7232a5d95c8b36b25b81dcaba1,Augmenting Robotic Disassembly Skill: Combining Compliance Control Strategy with Reinforcement Learning for Twist-Pulling Disassembly,Yue Zang; Xiazhen Xu; Yongquan Zhang; Amir M. Hajiyavand; Jiaqi Ye; Yongjing Wang,2025,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),IEEE publisher version,Relevant,Not applicable,papers/2025-zang-compliance-rl-twist-pulling-disassembly.md,completed,6,Not applicable,Selected PDF version only; no alternate version comparison,"Hidden cap–shaft geometry와 misalignment 상황에서 flange force/torque와 TCP pose만으로 rotation center를 탐색하고 impedance twist-pull을 수행한다. Object pose/geometry 없이 wrench가 policy observation·reward·compliance에 쓰이는 범위, 이를 성립시키는 known axis/grasp/controller assumptions와 controlled strategy comparisons를 제공한다.",10.1109/IROS60139.2025.11246037,Not stated,"Title/Abstract/§I/§III/§IV-A–B, PDF pp.1–4","PDF pp.1–6 전체; mechanical assumptions, impedance equations, RL state/action/reward, robot sensor, safety/termination, strategy/transfer/compliance/action-space comparisons, limitations/future를 확인하고 Figures 4–6와 Tables I–IV 렌더 검토.",Research paper,95
B096,Zang 등 - 2026 - Twist-pull as an execution skill primitive for robotic disassembly Safety-aware skill augmentation.pdf,260918/Zang 등 - 2026 - Twist-pull as an execution skill primitive for robotic disassembly Safety-aware skill augmentation.pdf,7aa98be63d0d9e20ec58b0c39b370e14e55620e3fea46435e41e2878296a69ce,Twist-pull as an execution skill primitive for robotic disassembly: Safety-aware skill augmentation under contact uncertainty,Yue Zang; Xiazhen Xu; Yongquan Zhang; Fan Zhang; Wupeng Deng; Amir M. Hajiyavand; Yongjing Wang,2026,"Journal of Manufacturing Systems 86, 22–37",Publisher PDF,Relevant,Not applicable,papers/2026-zang-twist-pull-safety-aware-disassembly.md,completed,16,Not applicable,Selected PDF version only; no alternate version comparison,"Hidden internal contacts and missing explicit contact state are handled with a 6D wrench, vision-derived object progress, history, compliant control and structured RL. It directly shows what information is needed when end-effector pose alone is insufficient and documents wrench distortion under misalignment.",10.1016/j.jmsy.2026.02.020,Not stated,"Abstract and §1, PDF pp.1–2; observation/action §4.1–4.2, pp.5–7","PDF pp.1–16 전체: abstract, introduction, formulation, controller, observation/action/reward, architecture, experiments, ablations, discussion, conclusion, appendix. Key pages 5, 8, 11, 14 rendered.",Research paper,96
B097,Zhai 및 Wang - 2023 - PEANUT Predicting and Navigating to Unseen Targets.pdf,260918/Zhai 및 Wang - 2023 - PEANUT Predicting and Navigating to Unseen Targets.pdf,51ef1f2a3aa92cbb05ada13d78a5d40314423859c1b7248cea3616e27a2a0359,PEANUT: Predicting and Navigating to Unseen Targets,Albert J. Zhai; Shenlong Wang,2023,IEEE/CVF International Conference on Computer Vision (ICCV),CVF open-access accepted/publisher-equivalent version,PASS,"Vision-only ObjectNav 연구이며 tactile, F/T, contact-state inference, manipulation policy의 관측 보완과 직접 연결되는 분석 근거가 없어 PASS.",Not applicable,passed,10,Not applicable,Single selected file; version identity pending screening,"RGB-D, agent pose, semantic map을 이용하는 ObjectGoal navigation 연구로, tactile·F/T·contact-rich manipulation 또는 접촉 정보 보완 구조를 다루지 않는다.",Not stated,Not stated,"Title, Abstract, Introduction, observation/task description; PDF pp.1–2","Screening: title, abstract, introduction, task/observation description; PDF pp.1–2.",Research paper,97
B098,Zhang 등 - 2021 - Learning Insertion Primitives with Discrete-Continuous Hybrid Action Space for Robotic Assembly Task.pdf,260918/Zhang 등 - 2021 - Learning Insertion Primitives with Discrete-Continuous Hybrid Action Space for Robotic Assembly Task.pdf,7f83be243717d5604186dd6daa8e92aa790631d594e2ccce7ef7a6c218cd98e1,Learning Insertion Primitives with Discrete-Continuous Hybrid Action Space for Robotic Assembly Tasks,Xiang Zhang; Shiyu Jin; Changhao Wang; Xinghao Zhu; Masayoshi Tomizuka,2021,arXiv:2110.12618,"arXiv v1, 25 Oct 2021",Relevant,Not applicable,papers/2021-zhang-parameterized-insertion-primitives.md,completed,7,Not applicable,Selected PDF version only; no alternate version comparison,The paper exposes how current hole pose uncertainty is handled without vision: nominal relative pose and wrist wrench feed an RL policy whose force-thresholded primitives react to contact. It directly separates force-based contact detection from true contact localization and also exposes training-time pose GT in reward/termination.,Not stated,2110.12618v1,"Abstract, §1 and Fig.1, PDF pp.1–2; state/action §III–IV, pp.3–5","PDF pp.1–7 전체: abstract, related formulation, primitives, algorithm, state/reward, simulation, real experiments, conclusion. Key pages 3, 5, 6 rendered.",Research paper,98
B099,Zhang 등 - 2021 - Learning Variable Impedance Control via Inverse Reinforcement Learning for Force-Related Tasks.pdf,260918/Zhang 등 - 2021 - Learning Variable Impedance Control via Inverse Reinforcement Learning for Force-Related Tasks.pdf,5b553563ff093de1450944b05f5f324759a69ea4b6751a13306ed3a54dca4cf2,Learning Variable Impedance Control via Inverse Reinforcement Learning for Force-Related Tasks,Xiang Zhang; Liting Sun; Zhian Kuang; Masayoshi Tomizuka,2021,"IEEE Robotics and Automation Letters 6(2), 2225–2232",IEEE Xplore publisher PDF,Partially Relevant,Not applicable,papers/2021-zhang-variable-impedance-airl.md,completed,8,Not applicable,Selected PDF version only; no alternate version comparison,"The paper does not use tactile and does not infer contact locality, but it separates wrist F/T used for demonstration collection from execution observations, and compares force-action versus impedance-gain representations and short history. This is useful evidence about when force information is training-only and about force-action transfer limitations.",10.1109/LRA.2021.3061374,Not stated,"Abstract and §I, PDF p.1; controller/observation §III–IV, pp.3–4","PDF pp.1–8 전체: introduction, related work, controller, AIRL, observations/actions, simulation and real experiments, conclusion/limitations. Key pages 3, 4, 7, 8 rendered.",Research paper,99
B100,Zhang 등 - 2024 - A residual reinforcement learning method for robotic assembly using visual and force information.pdf,260918/Zhang 등 - 2024 - A residual reinforcement learning method for robotic assembly using visual and force information.pdf,861e2ce7fee3a3c2e59852e8e90bb9630063eaa176739dbf8398db962d1fca19,A residual reinforcement learning method for robotic assembly using visual and force information,Zhuangzhuang Zhang; Yizhao Wang; Zhinan Zhang; Lihui Wang; Huang Huang; Qixin Cao,2024,"Journal of Manufacturing Systems 72, 245–262",Publisher PDF,Relevant,Not applicable,papers/2024-zhang-residual-rl-visual-force-assembly.md,completed,18,Not applicable,Selected PDF version only; no alternate version comparison,"The paper explicitly assigns global relative-pose search to vision and local contact handling to wrist F/T, while keeping force out of the learned actor and putting it in a controller. It includes modality/controller ablations and exposes simulation GT used in the staged reward.",10.1016/j.jmsy.2023.11.008,Not stated,"Abstract and §1, PDF pp.1–2; problem/method observation §3–4, pp.4–7","PDF pp.1–18 전체: abstract, related work, MDP, visual encoder, force controller, PPO, reward/safety, simulation/real setup, ablations, discussion, conclusion. Key pages 4, 7, 11, 15, 17 rendered.",Research paper,100
B101,Zhang 등 - 2024 - SRL-VIC A Variable Stiffness-Based Safe Reinforcement Learning for Contact-Rich Robotic Tasks.pdf,260918/Zhang 등 - 2024 - SRL-VIC A Variable Stiffness-Based Safe Reinforcement Learning for Contact-Rich Robotic Tasks.pdf,3c2dfc6bb3b833492ad46883b956ed75a2a0b51c5e4bf54c38b2f5e26ef3933d,SRL-VIC: A Variable Stiffness-based Safe Reinforcement Learning for Contact-rich Robotic Tasks,Heng Zhang; Gokhan Solak; Gustavo J. G. Lahr; Arash Ajoudani,2024,IEEE Robotics and Automation Letters (accepted preprint),Accepted preprint / arXiv v1,Relevant,Not applicable,papers/2024-zhang-srl-vic-contact-maze.md,completed,8,Not applicable,Selected PDF version only; no alternate version comparison,"This blind contact task removes vision and combines net F/T, proprioceptive position, learned safety risk and impedance modulation. It directly shows that F/T alone does not supply environment geometry or contact locality, and uses controlled component ablations to test how force feedback and controller priors compensate.",Not stated,2406.13744v1,"Abstract and §I, PDF pp.1–2; state/action/reward §III-B, pp.3–4","PDF pp.1–8 전체: introduction, related work, VIC, CMDP state/action/reward, offline/online training, simulation/real experiments, conclusion. Key pages 3, 4, 6, 8 rendered.",Research paper,101
B102,Zhang 등 - 2025 - The Role of Tactile Sensing for Learning Reach and Grasp.pdf,260918/Zhang 등 - 2025 - The Role of Tactile Sensing for Learning Reach and Grasp.pdf,1ef0c13a3811f5228d4ca839620271751947f84d4bdbf5d5a33df7f443f3535c,The Role of Tactile Sensing for Learning Reach and Grasp,Boya Zhang; Iris Andrussow; Andreas Zell; Georg Martius,2025,IEEE International Conference on Robotics and Automation (ICRA),IEEE Xplore publisher PDF,Relevant,Not applicable,papers/2025-zhang-role-tactile-reach-grasp.md,completed,8,Not applicable,Selected PDF version only; no alternate version comparison,"This is a direct representation-ablation study of binary, magnitude, vector and regional tactile signals with vision, proprioception and history. It provides unusually strong evidence about what reduced tactile removes and what remains useful when visual object pose is imperfect.",10.1109/ICRA55743.2025.11127409,Not stated,"Abstract/Introduction, PDF pp.1–2; state/reward and tactile model §III, pp.2–3","PDF pp.1–8 전체: introduction, related work, RL/state/reward, tactile approximation, all representation/history/area/generalization/sim-to-real experiments, discussion/limitations. Key pages 3, 5, 6, 7 rendered.",Research paper,102
B103,Zhang 등 - 2026 - Deep Learning-Driven Segmentation of Unseen Objects in Indoor Robotic Environments 1.pdf,260918/Zhang 등 - 2026 - Deep Learning-Driven Segmentation of Unseen Objects in Indoor Robotic Environments 1.pdf,7c4f6a6918e0a1a4b9f40f27fb605410e7274609e7f38666bfa8979158dd61a4,A Unified Approach for Motion and Force Control of Robot Manipulators: The Operational Space Formulation,Oussama Khatib,1987,"IEEE Journal of Robotics and Automation RA-3(1), 43–53",English publisher PDF; exact byte-identical copy of B032 despite mismatched local filename,duplicate,Not applicable,../batch_002/papers/1987-khatib-operational-space-motion-force.md,duplicate,11,B032,Exact SHA-256 duplicate of B032; filename incorrectly suggests an unrelated 2026 segmentation paper.,B032와 SHA-256가 완전히 같아 동일 파일로 판정했다. B032의 대표 분석 파일을 사용하며 별도 Markdown을 만들지 않는다.,Not stated,Not applicable,SHA-256 comparison and PDF p.1 title/author/content check,Duplicate verification: SHA-256 and first-page metadata/content.,Research paper,103
B104,Zhang 등 - 2026 - Deep Learning-Driven Segmentation of Unseen Objects in Indoor Robotic Environments.pdf,260918/Zhang 등 - 2026 - Deep Learning-Driven Segmentation of Unseen Objects in Indoor Robotic Environments.pdf,f8d22ecea4c918cb3820ea2e06e1da1bf91a00aeb5c12a905de390bb80d2c885,Deep Learning-Driven Segmentation of Unseen Objects in Indoor Robotic Environments,Ying Zhang; Maoliang Yin; Qiao Zhang; Cui-Hua Zhang; Simon X. Yang; Zhijun Li; Changchun Hua,2026,IEEE Transactions on Multimedia,Accepted author's version; DOI metadata present,PASS,"시각 기반 unseen-object segmentation survey로, tactile·F/T·partial-observation contact manipulation의 실행 관측과 직접적인 근거를 제공하지 않아 PASS.",Not applicable,passed,14,Not applicable,Single selected file; version identity pending screening,Unseen Object Instance Segmentation 방법과 데이터셋을 정리한 perception survey이며 tactile/F/T가 manipulation 실행 중 부족한 object information을 어떻게 보완하는지는 분석하지 않는다.,10.1109/TMM.2026.3673587,Not stated,"Title, Abstract, Introduction, survey scope; PDF pp.1–2","Screening: title, abstract, introduction, scope and modality description; PDF pp.1–2.",Research paper,104
B105,Zwiener 등 - 2019 - ARMCL ARM Contact point Localization via Monte Carlo Localization.pdf,260918/Zwiener 등 - 2019 - ARMCL ARM Contact point Localization via Monte Carlo Localization.pdf,be0a61b1a1e88864e0be0a6900d0afe4e282dd9c9e7695c85cf10471e157cd36,ARMCL: ARM Contact point Localization via Monte Carlo Localization,Adrian Zwiener; Richard Hanten; Cornelia Schulz; Andreas Zell,2019,IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),IEEE Xplore publisher PDF,Relevant,Not applicable,papers/2019-zwiener-armcl-contact-localization.md,completed,7,Not applicable,Selected PDF version only; no alternate version comparison,"This paper directly answers how far joint-torque-derived wrench information can recover contact locality and which extra constraints make that possible. It explicitly analyzes non-uniqueness, multiple contacts, tangential forces, known geometry and model-error limitations.",Not stated,Not stated,"Abstract and §I–II, PDF pp.1–2; estimator assumptions §III, pp.2–4","PDF pp.1–7 전체: introduction/related work, residual observer, mesh and particle models, assumptions, multi-contact discussion, simulation/real comparisons, discussion/conclusion. Key pages 3, 5, 7 rendered.",Research paper,105
B106,"Šimundić 등 - 2026 - Framework for Robot Door Opening Based on Visual, Force, and Tactile Integration.pdf","260918/Šimundić 등 - 2026 - Framework for Robot Door Opening Based on Visual, Force, and Tactile Integration.pdf",bd087fc82028a8d1b677ef51dcaaecc814c89d493347214d020002ff04e8f227,"Framework for Robot Door Opening Based on Visual, Force, and Tactile Integration",Valentin Šimundić; Luka Petrović; Matej Džijan; Robert Cupec,2026,"IEEE Access 14, 11110–11128",IEEE Access publisher PDF,Relevant,Not applicable,papers/2026-simundic-visual-force-tactile-door-opening.md,completed,19,Not applicable,Selected PDF version only; no alternate version comparison,"This paper gives an explicit F/T–tactile division: wrist F/T detects unexpected collisions globally, while a fingertip tactile sensor verifies local door-leaf contact and contact loss. Failure events and pose/history then correct an initially vision-derived object model, while the authors directly state that exact contact locality is still unknown.",10.1109/ACCESS.2026.3655617,Not stated,"Abstract/Introduction, PDF pp.1–2; finite-state sensor roles §III, pp.3–5","PDF pp.1–19 전체: introduction/related work, sensor-state machine, camera/contact correction, planning, implementation, simulation/real experiments, comparison, limitations/future work, appendices. Key pages 4, 12, 14, 17 rendered.",Research paper,106
